GeneID	TranscriptID	Sample.Cleavage	Sample.Brown	Sample.Cloud	Sample.Spot	Sample.Late.spot	Sample.Ring	Sample.Late.ring	Sample.Free.swimming.larvae
LOC100641826	LOC100641826_df_pt	8.24	4.734	3.81	5.833	1.647	3.978	3.08	6.31
LOC105313926	LOC105313926_df_pt	4.725	8.046	2.569	5.398	2.378	4.485	2.613	4.356
LOC100640752	LOC100640752_df_pt	3.201	1.878	0.479	0.136	0.389	0.888	4.037	1.859
LOC109585296	LOC109585296_df_pt	2.027	0.15	0.193	0.69	0.05	0.114	0	0.146
LOC100642119	LOC100642119_df_pt	15.473	16.348	3.15	7.196	5.932	8.706	21.331	7.132
LOC109592531	LOC109592531_df_pt	0	0.255	0.616	1.075	0.653	0.227	0.308	0.736
LOC105316346	LOC105316346_df_pt	1.941	0.162	0.308	0	0	0	0.328	0
LOC109593731	LOC109593731_df_pt	2.407	0.725	1.265	0.967	0.263	0.166	0.405	0.898
LOC100631603	NM_001279267.1	1.884	1.257	1.28	2.021	3.451	1.889	2.631	0.879
GeneID_100637728	NM_001305247.1	2.896	0.414	7.583	7.478	7.786	11.33	21.558	38.455
GeneID_100616534	NM_001279275.1	2.671	0	0	0.263	0	0	0.07	0.275
LOC109587314	LOC109587314_df_pt	1.162	1.167	0.653	1.066	0.833	1.088	0.289	0.284
LOC109581790	LOC109581790_df_pt	2.306	0.493	0.978	0.439	0.941	0.614	1.12	0.928
LOC109584630	LOC109584630_df_pt	0.744	0.178	0.337	0.085	0.212	0.07	0.045	0
GeneID_100641322	NM_001305248.1	13.995	6.657	6.849	6.172	5.27	7.48	20.347	18.068
LOC105314209	LOC105314209_df_pt	1.48	0.052	0.318	0.319	0.152	0.76	0.687	1.174
LOC109585433	LOC109585433_df_pt	11.991	20.15	8.803	4.636	7.752	6.109	9.557	23.119
LOC109586880	LOC109586880_df_pt	1.298	1.039	0.744	0.162	2.208	1.462	3.73	2.212
LOC105311882	LOC105311882_df_pt	6.245	4.815	2.086	1.414	1.045	0.793	1.531	1.791
GeneID_100616535	NM_001279277.1	57.777	158.597	311.138	355.351	476.722	396.601	203.354	157.435
GeneID_100616536	NM_001279282.1	1.048	0	0.353	0.583	0.907	0	0	0
LOC105315571	LOC105315571_df_pt	0	0.028	0	0	0	0	0	0
LOC109583089	LOC109583089_df_pt	1.396	1.576	1.039	0.618	1.89	0.101	0.046	2.265
LOC109583889	LOC109583889_df_pt	5.462	1.016	1.221	0.73	0.741	0.44	1.017	1.238
LOC109583042	LOC109583042_df_pt	1.897	0.662	3.107	1.141	0.576	1.027	1.012	1.245
LOC109591117	LOC109591117_df_pt	63.059	18.717	15.22	6.236	4.759	5.787	6.688	9.236
LOC109593615	LOC109593615_df_pt	0.951	1.438	6.521	13.064	7.257	4.901	1.128	1.181
LOC109589345	LOC109589345_df_pt	5.923	4.107	5.045	3.725	4.955	4.323	3.518	5.194
LOC105315805	LOC105315805_df_pt	1.647	0.789	1.248	1.029	1.102	0.798	4.567	1.019
LOC105312560	LOC105312560_df_pt	7.935	7.751	7.692	9.499	12.948	11.038	5.763	12.997
LOC109587272	LOC109587272_df_pt	0.154	1.202	3.735	3.142	2.989	3.244	6.96	11.427
LOC109585578	LOC109585578_df_pt	0	0.317	0.595	0.135	0.046	0.663	0.429	0.419
GeneID_100616091	NM_001279313.1	31.391	12.432	34.239	30.93	62.583	63.418	24.143	21.655
LOC100640369	LOC100640369_df_pt	32.482	53.765	44.309	52.553	38.337	29.886	7.541	8.615
LOC100641356	LOC100641356_df_pt	0.973	0	0	0	0	0.039	0	0
LOC105315603	LOC105315603_df_pt	5.079	2.971	1.287	0.299	0.316	0.223	0.646	0.676
LOC109585628	LOC109585628_df_pt	4.025	5.599	4.719	6.981	4.596	10.12	10.208	14.332
LOC105314099	LOC105314099_df_pt	2.468	0.229	0	0.042	0	0.058	0.753	0.142
LOC109593129	LOC109593129_df_pt	0.826	2.211	12.948	5.752	7.889	5.825	0.483	1.041
LOC100641988	LOC100641988_df_pt	0	0.151	0.122	0.857	0.087	0	0.416	0
LOC109585174	LOC109585174_df_pt	0.613	0.032	0.149	0	0.03	0.039	0.204	0.192
LOC109589944	LOC109589944_df_pt	1.897	0	0.146	0.105	0	0.74	0.077	0.159
LOC100640944	LOC100640944_df_pt	0.654	1.233	0.902	0.774	0.096	0.228	0.208	0.852
LOC109592615	LOC109592615_df_pt	0.945	1.47	4.692	3.078	2.049	7.361	10.61	3.504
LOC109584973	LOC109584973_df_pt	1.861	1.962	0.616	0.471	1.013	0.907	0.76	0.299
LOC109585627	LOC109585627_df_pt	1.514	5.058	7.231	12.274	4.048	11.937	8.796	31.75
LOC100641570	LOC100641570_df_pt	3.433	3.896	0.938	0.772	0.978	1.209	2.127	1.334
LOC109583931	LOC109583931_df_pt	0.133	0.371	0.229	0.166	0	0.194	0.045	0.428
LOC100616080	NM_001279293.1	58.101	41.967	17.717	10.733	23.807	27.803	37.756	44.082
LOC109580973	LOC109580973_df_pt	0.235	0.107	0.13	0.043	0.149	0.468	0.246	4.688
LOC109580170	LOC109580170_df_pt	14.738	4.132	2.868	1.712	3.407	3.406	2.209	4.623
LOC109583854	LOC109583854_df_pt	0.119	0.541	0.558	0.297	0.201	1.046	0.509	0.358
LOC105313521	LOC105313521_df_pt	10.116	12.62	6.692	6.295	6.704	8.488	4.427	9.804
LOC105311893	LOC105311893_df_pt	9.988	1.743	1.955	1.803	0.258	0.34	1.734	1.405
LOC109580758	LOC109580758_df_pt	6.444	10.094	8.023	3.563	2.047	3.171	3.528	3.446
LOC109590088	LOC109590088_df_pt	0.812	0.865	1.088	0.8	2.194	2.121	3.069	0.628
LOC109592555	LOC109592555_df_pt	1.409	0	0.046	0	0.2	0	0	0.004
GeneID_100634938	NM_001305249.1	301.599	224.422	167.208	128.555	127.603	106.544	158.999	172.175
LOC109586964	LOC109586964_df_pt	7.966	1.906	1.253	1.477	3.787	5.489	4.376	1.784
GeneID_100616085	NM_001279303.1	0	0	0	0	0.533	0	0	0
LOC109580102	LOC109580102_df_pt	0.178	0.083	0.02	0.185	0	0	0	0
LOC105313597	LOC105313597_df_pt	7.801	1.305	0.28	1.543	1.217	1.148	0.891	0.812
LOC109580735	LOC109580735_df_pt	0	0.443	0.117	0	0.05	0.168	0	0
GeneID_100616537	NM_001279283.1	4.926	0.89	1.661	0.804	1.182	1.749	1.253	0.555
LOC100641095	LOC100641095_df_pt	11.047	5.348	2.81	2.113	1.842	0.839	2.49	5.449
LOC109585033	LOC109585033_df_pt	23.282	6.722	5.701	2.628	4.071	3.273	3.09	2.974
GeneID_100633175	NM_001279279.1	0	0.848	0	0.703	0.78	0.683	0.001	1.472
LOC109586234	LOC109586234_df_pt	3.05	0.88	0.226	0.463	0.161	0.121	0	0.769
LOC109588329	LOC109588329_df_pt	1.862	0.735	0.915	0.314	0.347	0.222	0.123	0.456
LOC105316654	LOC105316654_df_pt	1.842	0.421	0.056	0.116	0.718	0.039	0.305	0.066
LOC109588784	LOC109588784_df_pt	36.676	5.421	4.677	1.654	3.587	7.013	4.283	3.36
LOC109583636	LOC109583636_df_pt	1.515	1.215	4.981	0.244	1.022	1.607	1.549	1.247
LOC100640214	LOC100640214_df_pt	25.289	30.244	18.069	10.879	9.355	7.594	4.921	6.98
LOC109585426	LOC109585426_df_pt	1.574	5.856	1.592	0.318	1.086	0.541	3.466	4.741
LOC105313576	LOC105313576_df_pt	0.755	0.184	0.233	0.391	0.059	0.192	0.564	1.728
LOC109582627	LOC109582627_df_pt	20.377	11.718	12.921	10.568	12.808	5.695	13.026	14.359
LOC100641691	LOC100641691_df_pt	1.736	0.738	0.338	0.105	0.604	0.552	0.529	0.287
LOC100641213	LOC100641213_df_pt	40.366	40.256	22.953	9.478	11.555	10.421	10.144	16.824
LOC105314822	LOC105314822_df_pt	4.056	2.311	2.222	3.379	3.161	1.223	0.799	1.649
LOC105315060	LOC105315060_df_pt	3.017	3.096	3.468	3.345	2.229	0.698	1.456	1.382
LOC109586188	LOC109586188_df_pt	0.27	0.188	0.442	0.07	0.275	0.386	0.082	0
LOC109583119	LOC109583119_df_pt	1.009	0.986	0.147	0.343	0.1	0.245	0.136	0.192
LOC109590565	LOC109590565_df_pt	6.348	3.031	2.258	2.219	1.218	2.414	1.67	1.71
LOC109590965	LOC109590965_df_pt	0	0.235	0	0.155	0.385	0	0.351	0.075
LOC109587525	LOC109587525_df_pt	2.732	5.314	25.193	35.461	30.35	20.105	17.616	14.44
GeneID_100616084	NM_001279301.1	186.817	34.395	31.744	24.703	23.208	21.63	20.933	23.526
LOC109588011	LOC109588011_df_pt	1.843	0.259	0.745	0.772	1.412	1.006	0.128	0.366
GeneID_100616533	NM_001279273.1	6.031	2.941	2.72	2.374	8.206	7.213	6.195	5.315
LOC105316282	LOC105316282_df_pt	4.279	3.523	0.729	0.158	0.903	0.453	0.121	1.068
LOC105314779	LOC105314779_df_pt	11.511	4.852	2.926	5.709	3.236	4.052	7.291	10.236
LOC109584631	LOC109584631_df_pt	5.214	0.844	1.382	0.283	0.059	1.226	0.443	0.359
LOC109586487	LOC109586487_df_pt	3.492	1.039	0.703	0.416	0.567	0.343	1.299	0.425
LOC109584651	LOC109584651_df_pt	4.403	1.09	0.69	1.498	0.86	0.319	5.139	2.504
LOC109584548	LOC109584548_df_pt	0.307	0.329	0.42	0.642	0.299	0.297	0.082	0.605
LOC109584569	LOC109584569_df_pt	0.214	0.115	0	0	0.135	0.067	0.053	0
LOC100640142	LOC100640142_df_pt	1.709	2.541	0.849	0.946	1.629	0.325	0.219	1.061
LOC105315951	LOC105315951_df_pt	14.013	5.335	10.207	3.399	1.024	2.036	3.549	8.261
LOC109581040	LOC109581040_df_pt	1.948	0.619	0.345	0	0.059	0.672	0.209	0.672
LOC109580569	LOC109580569_df_pt	14.017	3.547	4.159	2.147	1.642	2.573	2.295	2.577
LOC109587526	LOC109587526_df_pt	0.399	0.904	0.48	0	0.632	0.104	0.362	0.571
LOC100642057	LOC100642057_df_pt	3.605	1.155	0.653	0.824	0.57	1.278	1.083	0.891
LOC100642128	NM_001305251.1	5.069	1.402	2.814	5.349	3.865	3.808	5.381	7.489
LOC100640389	LOC100640389_df_pt	3.978	1.733	2.095	0.666	0.846	0.635	0.513	0
LOC109590007	LOC109590007_df_pt	1.117	1.584	1.819	0.272	0.402	0.15	0	0.716
LOC109587037	LOC109587037_df_pt	0.889	0.463	0.334	0.434	0	0.57	0.316	0.216
LOC109590637	LOC109590637_df_pt	109.155	13.376	3.377	2.411	5.872	1.576	9.091	3.965
LOC100640560	LOC100640560_df_pt	0.991	0.665	0.242	0.438	0.303	0.256	0	0.131
LOC109586197	LOC109586197_df_pt	0.066	1.197	1.493	0.173	1.238	1.227	0.242	2.574
LOC109583225	LOC109583225_df_pt	1.24	0.074	0.46	0.126	0.071	0.27	1.231	0.667
LOC105313145	LOC105313145_df_pt	5.828	0.992	2.121	2.175	0.535	1.42	2.223	0.832
LOC100616090	NM_001279311.1	76.785	48.502	205.751	96.189	313.258	233.676	950.164	341.316
LOC105316963	LOC105316963_df_pt	4.239	1.404	0.909	0.322	0.615	0.584	1.176	0.771
LOC109581124	LOC109581124_df_pt	11.585	1.019	0.65	0.278	0	0.345	0.579	0.223
LOC100641613	LOC100641613_df_pt	0.097	0	0.155	0	0.248	0.073	0.347	0
LOC105313148	LOC105313148_df_pt	1.243	1.736	0.53	0.642	2.391	2.673	0.966	0.549
LOC100640223	LOC100640223_df_pt	0.772	1.362	0.609	0.583	0.41	0.75	0.254	0.616
LOC109586885	LOC109586885_df_pt	31.256	3.488	7.6	8.718	10.798	5.052	9.21	7.614
LOC109588575	LOC109588575_df_pt	3.179	1.497	0.496	0.606	0.439	2.385	1.393	0.322
GeneID_100616087_2	NM_001279307.1	4.614	0.875	1.946	0.319	1.114	0.6	1.127	0.993
LOC100640692	LOC100640692_df_pt	2.679	0.352	0.379	0.189	0.404	0.074	0	0.104
LOC105316895	LOC105316895_df_pt	5.128	1.01	1.921	1.694	0.723	1.462	0.544	2.041
LOC100641052	LOC100641052_df_pt	1.944	1.091	1.585	0.657	0	0.422	0.193	1.148
LOC109580301	LOC109580301_df_pt	20.365	5.004	5.008	6.477	4.528	3.732	6.618	4.454
LOC109580790	LOC109580790_df_pt	3.905	0.38	0.98	0.367	0.459	0.674	0.291	1.04
LOC105316900	LOC105316900_df_pt	69.201	58.663	43.613	44.207	60.912	42.136	48.35	46.567
LOC100631786	NM_001279316.1	2.702	1.461	1.257	0.604	2.804	1.709	0.478	1.88
LOC100640755	LOC100640755_df_pt	16.029	7.727	12.407	5.199	5.17	7.28	11.779	19.655
LOC100641224	LOC100641224_df_pt	16.089	2.137	3.23	3.169	4.366	2.305	2.827	3.59
LOC100633718	NM_001279288.1	3.046	0.825	0.935	0.997	2.122	0.331	0.218	1.144
LOC109580146	LOC109580146_df_pt	5.517	2.938	4.32	3.201	3.318	2.185	7.151	2.886
LOC105313270	LOC105313270_df_pt	40.784	14.643	20.065	22.944	69.224	49.254	26.926	32.556
LOC109582115	LOC109582115_df_pt	2.022	0.063	0.652	0	0	0.095	1.426	0
GeneID_100616086	NM_001279305.1	10.977	8.904	6.189	1.976	2.625	2.583	9.952	11.858
LOC100637004	NM_001279270.1	14.143	3.492	3.368	4.043	11.581	4.029	8.128	5.332
LOC109580907	LOC109580907_df_pt	0.763	0.696	0.163	0.309	0.283	0.07	0.176	0.769
LOC109581859	LOC109581859_df_pt	0.176	0.412	0.52	0.154	0.178	0.226	0.294	0.246
LOC109581135	LOC109581135_df_pt	1.251	0.49	0.712	1.183	0.178	1.128	1.349	0.588
LOC109584169	LOC109584169_df_pt	8.745	2.394	2.593	1.309	1.333	1.025	4.457	3.33
LOC100640840	LOC100640840_df_pt	26.643	7.789	7.244	5.379	7.481	4.304	6.682	8.807
LOC105311859	LOC105311859_df_pt	0.773	1.505	0.675	0.761	0.809	0.917	0.26	0.644
LOC109580518	LOC109580518_df_pt	0.659	0.378	0.489	0.752	1.213	0	0	0.235
LOC109588553	LOC109588553_df_pt	2.722	1.422	2.444	0.738	0.978	0.966	2.17	1.603
LOC100634725	NM_001279286.1	39.949	3.103	1.815	1.806	0.445	1.017	0.136	0.111
LOC109582116	LOC109582116_df_pt	0.803	0.112	0.25	0.042	0.089	0.118	0	0.18
LOC109584967	LOC109584967_df_pt	0.095	0	0.187	0.105	0.2	0.296	0.193	0.191
LOC109593782	LOC109593782_df_pt	5.082	6.334	5.348	5.378	3.249	4.716	1.739	1.022
LOC105313520	LOC105313520_df_pt	14.355	11.008	12.431	4.64	4.913	6.914	5.308	4.671
LOC105314289	LOC105314289_df_pt	50.549	13.968	19.217	15.319	16.389	12.84	12.3	17.644
LOC109589528	LOC109589528_df_pt	0.424	1.054	0.141	1.146	0.05	0.229	0.337	0
LOC109580122	LOC109580122_df_pt	1.973	0.904	1.566	0.393	1.581	1.316	0.453	1.219
GeneID_100616081	NM_001279295.1	61.634	41.604	15.463	16.739	14.316	18.496	31.408	73.427
LOC109589496	LOC109589496_df_pt	1.277	0.552	0.795	1.743	0.134	0.249	1.386	0.884
LOC100640773	LOC100640773_df_pt	3.339	2.145	0.847	0.219	0.073	0.07	0.257	1.07
LOC109581860	LOC109581860_df_pt	217.055	95.469	89.18	146.382	193.459	64.801	140.313	245.313
LOC100641022	LOC100641022_df_pt	4.734	0.248	0.21	0.367	1.972	0.712	0	1.24
LOC100616082	NM_001279297.1	8.905	6.806	3.13	1.707	1.385	1.787	1.949	3.308
LOC100616092	NM_001279315.1	12.052	6.242	4.476	3.131	4.337	5.029	5.115	5.372
LOC109580119	LOC109580119_df_pt	3.995	0.633	1.951	0.497	0	0.251	0	0
LOC109584549	LOC109584549_df_pt	0	0.047	0.072	0.443	0.05	0	0	0.278
LOC109589089	LOC109589089_df_pt	31.679	8.879	4.915	5.306	4.188	2.318	6.649	5.188
LOC109583631	LOC109583631_df_pt	12.788	12.675	15.694	8.772	10.003	3.191	5.181	9.394
LOC105311851	LOC105311851_df_pt	1.801	1.316	0.415	0.064	0.234	0.476	0.156	0.779
LOC100636153	NM_001279318.1	100.576	43.121	46.477	50.555	53.833	38.434	55.998	57.407
LOC100641108	XM_003382608.3	57.937	43.185	14.945	9.335	10.101	11.939	10.6	14.136
LOC100639514	XM_003382354.3	893.752	906.927	842.659	717.666	694.433	769.823	776.731	769.828
LOC100632563	XM_003382316.2	4.842	0.929	0.775	1.322	1.108	0.721	1.369	0.743
LOC100635377	XM_003382398.3	8.714	27.223	64.37	85.748	67.848	34.513	6.957	5.613
LOC100641027	XM_003382359.3	24.301	15.15	9.113	8.135	7.922	12.159	9.514	15.838
LOC100632575	NM_001308631.1	31.302	18.557	25.741	16.973	23.615	14.517	11.25	19.818
LOC100640778	XM_003382605.3	1504.379	1144.19	580.082	572.668	749.207	609.821	580.634	744.769
LOC100635004	XM_003382395.3	6.004	2.608	6.018	1.848	0.835	1.082	0	5.088
LOC100635632	XM_003382565.1	21.786	14.607	7.304	9.876	6.579	5.462	3.368	6.772
LOC100631809	XM_003382453.2	22.818	13.522	29.573	48.382	39.259	45.011	35.938	32.894
GeneID_102464346	NR_105083.1	0	0	0.1	0	0	0	0	0
LOC100640821	XM_003382439.3	16.626	21.312	18.791	15.844	17.625	20.892	17.252	19.865
LOC100636289	NM_001305252.1	1.798	1.344	1.637	0.337	0.829	0.817	4.895	1.047
LOC100635928	XM_003382486.3	68.535	34.453	6.831	7.779	10.565	12.568	6.527	7.895
LOC100640186	XM_003382434.3	88.445	90.841	40.931	33.146	37.048	46.123	37.197	70.366
LOC100632564	XM_003382459.3	0	1.637	0	0.731	0	0	2.134	2.893
LOC100634966	XM_003382333.2	10.235	13.636	9.566	15.344	25.681	39.649	28.49	20.711
LOC100642123	XM_003382616.3	28.107	49.782	64.589	110.544	109.742	78.518	59.86	26.355
LOC100637943	XM_003382501.2	7.797	5.187	2.737	1.336	2.978	1.954	1.913	4.206
LOC100640018	XM_003382599.3	116.428	138.652	178.886	204.248	175.255	120.947	102.601	80.667
LOC100638922	XM_003382676.3	44.361	36.18	28.861	24.592	25.904	41.44	35.028	40.771
LOC100639389	XM_003382594.3	140.267	558.103	1157.398	1643.543	1105.457	1108.991	1952.815	1154.347
LOC100637065	XM_003382495.3	238.015	207.082	76.047	64.199	64.132	65.396	68.001	63.367
LOC100637192	XM_003382496.3	11.351	100.868	399.032	503.572	514.852	523.36	343.857	137.302
LOC100636183	XM_003382488.3	60.373	76.88	64.707	55.613	63.475	47.314	103.803	108.532
LOC100641359	XM_003382528.3	183.087	98.384	151.206	186.665	137.818	135.764	144.633	110.696
LOC100638795	XM_003382675.3	38.574	20.428	20.42	15.415	21.449	17.632	22.54	26.028
LOC100636353	XM_003382344.2	37.679	17.444	12.379	8.498	7.521	7.302	14.796	17.299
LOC100632156	NM_001308624.1	16.074	38.921	52.471	29.049	48.633	40.181	31.823	32.373
LOC100634001	XM_003382387.3	7.907	5.015	4.728	5.916	4.414	1.833	4.777	2.579
LOC100637022	XM_003382410.3	7.75	5.269	2.563	2.386	4.175	3.59	6.052	7.73
LOC100638921	XM_003382424.3	6.633	12.743	5.609	3.011	3.758	3.75	2.022	6.126
LOC100640350	XM_003382520.2	59.677	68.396	62.336	59.902	54.793	50.151	59.998	59.865
LOC100640981	XM_003382525.3	28.981	42.142	27.946	32.312	35.27	21.476	25.502	48.631
LOC100641154	XM_003382360.3	26.241	26.344	17.203	13.387	12.65	13.768	14.428	26.251
LOC100633918	XM_003382470.3	32.936	50.458	18.086	14.677	15.551	24.478	67.244	26.536
LOC100631598	XM_003382618.3	8.751	18.352	14.464	8.385	8.163	9.988	13.352	11.507
LOC100634172	XM_003382472.3	1172.613	1154.214	483.564	495.2	478.435	542.244	480.366	458.168
LOC100634128	XM_003382388.3	33.856	137.145	627.268	1031.405	1269.112	1132.438	347.06	129.23
LOC100636354	XM_003382571.2	23.089	8.312	17.243	27.817	19.529	32.999	64.692	50.487
LOC100632818	XM_003382318.2	1.846	0.983	0.415	0.199	0.091	0.111	0.214	0.391
LOC100635129	XM_003382396.3	9.32	5.436	3.648	4.377	2.816	3.193	2.315	3.873
LOC100632352	XM_003382540.3	14.39	14.587	16.141	16.081	23.059	18.46	10.816	5.984
LOC100641234	XM_003382527.3	3.198	3.818	7.04	9.287	14.337	24.091	68.601	87.807
LOC100637739	XM_003382581.3	54.451	56.045	42.571	33.959	39.425	46.815	48.655	54.819
LOC100634879	XM_003382644.3	9.432	10.454	3.591	3.106	3.358	4.729	3.064	8.236
LOC100632436	XM_003382315.2	1.265	1.099	1.218	0.392	0.116	0.657	0.083	0.079
LOC100633071	XM_003382714.2	30.973	22.493	17.202	13.051	11.525	17.611	8.141	8.355
LOC100631808	XM_003382310.3	10.051	23.505	5.457	8.893	5.14	6.874	8.212	14.043
LOC100631848	XM_003382370.3	58.781	76.635	53.271	27.953	30.866	21.413	15.676	32.852
LOC100635507	XM_003382649.3	22.729	16.992	6.848	9.503	7.629	9.48	11.518	6.564
LOC100633748	XM_003382635.2	21.06	14.938	20.784	15.322	16.042	11.431	7.699	19.558
LOC100636856	XM_003382346.2	14.543	5.595	17.965	33.055	74.181	168.584	468.835	478.643
LOC100632202	NM_001308626.1	22.916	257.458	680.694	1025.685	1074.642	733.454	955.998	923.564
LOC100634840	XM_003382332.2	12.4	22.593	8.443	10.336	10.459	14.695	3.166	11.356
LOC100632437	XM_003382458.3	43.375	33.691	9.608	11.749	9.809	7.164	12.124	10.165
LOC100636938	XM_003382494.3	444.838	419.669	115.685	101.215	105.921	97.207	117.41	150.568
LOC100639515	XM_003382595.3	6.192	37.066	93.327	107.39	68.651	74.816	115.362	72.014
LOC100640693	XM_003382438.3	273.667	281.759	344.065	323.982	242.938	194.885	181.119	217.467
LOC100634503	XM_003382391.3	58.903	73.826	93.359	119.65	115.446	170.195	203.376	111.786
LOC100641958	XM_003382699.2	15.981	7.664	5.41	4.835	6.323	3.135	14.409	19.127
LOC100642122	XM_003382534.3	31.683	27.497	27.968	23.23	27.881	34.847	80.646	76.061
LOC100638371	XM_003382586.3	457.097	205.669	101.544	111.25	186.321	73.708	52.142	90.68
LOC100642084	XM_003382700.3	53.808	50.43	35.787	22.214	14.393	6.536	11.542	32.654
LOC100640311	XM_003382435.3	102.373	33.502	13.702	29.41	15.751	15.661	41.895	78.485
LOC100640903	XM_003382358.3	187.299	139.965	69.844	65.614	54.003	63.818	55.355	61.191
LOC100632187	XM_003382707.2	12.043	10.861	9.021	5.294	7.052	5.807	5.226	8.434
LOC100640566	XM_003382437.3	0	0	0	1.61	0.918	0	0	1.359
LOC100641743	XM_003382531.3	51.422	108.858	185.955	82.726	31.543	16.682	9.418	8.01
LOC100640650	XM_003382604.3	13.302	6.789	3.72	3.574	2.45	2.828	2.749	8.899
LOC100632313	XM_003382457.3	32.772	35.566	11.892	10.767	13.968	15.052	12.818	15.168
LOC100633875	XM_003382551.3	9.697	6.394	0.848	3.167	1.591	4.594	8.368	13.828
LOC100639765	XM_003382597.3	27.246	40.703	26.178	27.357	20.108	39.251	42.753	61.233
LOC100635884	XM_003382652.3	46.711	56.983	17.169	5.596	9.199	16.618	6.241	10.543
LOC100633369	XM_003382632.3	74.244	87.866	46.519	23.287	39.663	37.576	18.11	42.515
LOC100631730	NM_001308627.1	0.477	0.755	0.756	0.827	1.183	0.506	0.404	0.239
LOC100633707	XM_003382325.3	30.85	37.769	19.06	17.429	19.772	20.893	13.707	19.03
LOC100632565	XM_003382710.3	19.056	22.152	21.328	10.572	18.176	10.971	10.514	15.848
LOC100636982	XM_003382347.2	10.169	2.595	5.535	3.804	3.811	1.724	2.751	6.14
LOC100635338	XM_003382336.3	24.912	36.724	27.937	31.334	28.181	32.545	21.792	30.176
LOC100632351	XM_003382374.2	0	1.223	0.453	0	0.178	0.568	0.082	0
LOC100641957	XM_003382448.2	203.03	2455.104	10323.069	11776.995	11042.803	9459.269	8152.341	8022.144
LOC100632944	XM_003382319.2	1.722	0.563	1.241	1.59	3.016	1.855	1.575	0.538
LOC100634298	XM_003382473.3	40.276	41.506	26.988	34.281	28.739	31.961	53.88	46.354
LOC100635379	XM_003382648.3	8.675	7.625	2.979	1.828	1.407	4.353	3.609	4.035
LOC100637400	XM_003382413.3	20.946	28.813	24.735	15.482	19.928	12.928	12.466	15.926
LOC100637401	XM_003382664.3	30.451	21.844	5.773	5.113	6.828	5.939	8.755	12.017
LOC100640945	XM_003382440.3	0.007	0.008	0.011	0.026	0.024	27.173	0.019	0.013
LOC100641534	XM_003382363.3	131.068	85.92	175.502	131.779	108.771	30.502	318.204	454.548
LOC100635295	XM_003382481.3	80.828	216.536	539.202	501.436	427.361	274.541	106.617	73.442
LOC100641197	XM_003382442.3	80.339	38.207	32.361	26.42	26.627	35.959	120.499	130.272
LOC100639716	XM_003382515.2	5.243	1.648	1.79	0.807	0.568	1.764	1.02	2.231
LOC100639088	XM_003382510.3	79.374	56.991	59.413	68.468	74.836	103.085	227.049	160.02
LOC100637023	XM_003382661.3	3.811	4.526	2.493	1.249	1.811	2.618	2.347	1.874
LOC100637276	XM_003382663.2	295.19	277.617	94.76	85.815	129.958	129.05	98.339	102.095
LOC100638243	XM_003382585.3	32.039	42.749	68.028	64.513	110.426	97.209	48.112	17.744
GeneID_102464343	NR_105080.1	0.248	0.114	0.098	0	0	0	0	0
LOC100632186	XM_003382456.3	93.657	87.391	67.32	64.727	60.487	62.743	40.764	71.121
LOC100640479	NM_001308628.1	0.445	3.713	6.845	12.118	6.522	16.387	3.499	5.626
LOC100636310	XM_003382489.3	1.928	1.106	2.633	48.36	115.908	192.915	99.652	75.56
LOC100638667	XM_003382674.3	5.06	17.897	17.156	9.329	14.163	7.261	16.315	43.662
LOC100639639	XM_003382596.3	209.734	189.133	93.133	84.7	66.432	91.936	96.516	125.661
LOC100636392	XM_003382656.2	17.198	11.954	8.947	7.373	7.46	7.05	10.495	7.974
LOC100631850	XM_003382620.3	82.603	65.655	46.172	37.221	37.382	45.497	61.124	67.85
LOC100633238	XM_003382381.3	9.229	19.191	29.586	21.665	7.149	8.075	4.854	12.373
LOC100633028	XM_003382463.3	45.62	74.805	34.662	70.834	192.136	426.429	285.573	77.106
LOC100633876	XM_003382636.2	7.447	71.647	217.932	209.315	147.922	76.399	11.995	12.578
LOC100640092	NM_001308625.1	4.526	1.939	2.552	1.789	1.136	2.47	1.699	1.372
LOC100639301	XM_003382679.3	34.844	53.055	17.1	14.514	16.987	13.2	7.647	10.094
LOC100640438	XM_003382436.2	0.115	22.827	35.34	29.262	12.883	4.512	0.504	5.075
LOC100635674	XM_003382484.2	85.02	21.724	8.022	12.291	15.497	26.447	27.293	31.571
LOC100635048	XM_003382479.3	1207.026	824.882	296.064	355.052	421.187	403.019	345.042	381.149
LOC100641830	XM_003382447.3	13.743	8.088	6.795	6.128	7.969	5.626	6.5	5.153
LOC100636857	XM_003382575.3	169.973	212.85	228.5	236.235	313.416	280.334	322.081	211.493
LOC100634421	XM_003382474.3	295.415	68.507	20.874	30.768	28.168	31.975	71.571	41.292
LOC100641487	XM_003382529.2	3.876	1.592	1.01	0.118	0.341	1.249	0.505	0.962
LOC100631723	XM_003382369.3	2.203	34.152	21.207	0.78	2.083	3.865	4.757	3.814
LOC100638625	XM_003382588.2	65.857	128.285	244.035	123.337	73.304	47.69	123.894	159.215
LOC100635254	XM_003382647.2	75.205	52.261	22.011	24.653	19.142	30.88	44.202	244.153
LOC100632775	XM_003382461.3	112.819	122.79	51.591	41.378	46.736	54.301	39.157	44.183
LOC100633326	XM_003382322.3	21.261	2.704	0.229	0	5.381	1.862	0	1.382
LOC100633493	XM_003382383.3	97.726	88.472	118.038	175.065	200.96	189.56	37.658	28.418
