GeneID	TranscriptID	Sample.Cleavage	Sample.Brown	Sample.Cloud	Sample.Spot	Sample.Late.spot	Sample.Ring	Sample.Late.ring	Sample.Free.swimming.larvae
LOC109583460	XR_002185535.1	0	0	0	0	0	0	0	0
LOC109592661	XR_002190480.1	0	0.042	0	2.831	1.379	1.345	0.739	0.178
LOC109591526	XR_002189855.1	4.25	0.996	0.867	0.765	1.158	0.957	0.398	0.744
LOC109590011	XR_002189055.1	5.746	1.76	1.393	1.515	0.465	0.735	0.8	0.542
LOC109580149	XR_002185223.1	52.928	10.881	9.156	6.899	5.814	7.026	10.951	7.844
LOC109588163	XR_002187996.1	4.132	1.954	4.887	4.601	2.955	2.718	0.585	1.086
LOC109590172	XR_002189186.1	0.069	0	0	0	0.575	0	0	0
LOC109585403	XR_002186473.1	12.23	2.479	1.526	0.283	0.891	0.448	0.956	0.481
LOC109588456	XR_002188169.1	0.792	0.355	0.273	0	0.485	0.336	0.123	0.09
LOC109584874	XR_002186209.1	0	0	0	0	0	0	0	0.138
LOC109585881	XR_002186710.1	1.451	0.686	0.35	1.015	0.103	0.405	0.136	0
LOC109590576	XR_002189385.1	0	0	0	0.168	0.772	0.068	0	0.071
LOC109590388	XR_002189292.1	3.16	1.589	1.324	1.346	1.124	1.501	2.224	6.369
LOC105312741	XR_002184815.1	0	0	0.467	0	0.358	0.803	0	0
LOC109586666	XR_002187157.1	1.234	0.688	0.173	0.586	0.548	0.344	0.621	0.967
LOC109587185	XR_002187435.1	6.786	7.205	4.649	5.198	2.788	4.771	4.432	2.54
LOC109593197	XR_002190801.1	0.117	0	0.139	0	0.333	0.111	0.38	0
LOC109589206	XR_002188590.1	0.582	1.652	0.535	0.333	0.573	0.332	0.898	0.167
LOC109580932	XR_002184445.1	7.865	4.044	2.859	4.677	1.976	2.728	3.158	0.659
LOC109585945	XR_002186739.1	0	0.002	0.381	0.516	0.269	0	0.291	0.233
LOC109591791	XR_002190001.1	5.297	0	1.014	0	0	0	0	1.483
LOC109585036	XR_002186283.1	1.621	0.261	0.169	0.048	0.855	0	0.716	0.086
LOC105313598	XR_002185763.1	4.135	1.576	1.771	0.268	4.346	0.614	0.456	1.342
LOC109584396	XR_002185973.1	3.965	3.756	2.726	2.377	1.614	2.644	1.364	1.848
LOC109588849	XR_002188393.1	0.357	0.284	0.264	0.042	0.089	0	0	0
LOC105316096	XR_002190366.1	0	0	0	0	0	0	0	0
LOC109592285	XR_002190270.1	0	0	0	0.16	0	0.078	0.195	0
LOC109585681	XR_002186601.1	4.59	1.302	3.043	0.792	1.005	1.044	2.572	1.029
LOC109587778	XR_002187786.1	2.447	0.323	0.29	0	0	0	0	0.314
LOC109581436	XR_002184636.1	0.374	0	0	0	0	0	0	0.801
LOC109581669	XR_002184717.1	0	0.193	0.109	0	0.348	0.48	0.058	0.047
LOC109587500	XR_002187646.1	5.258	5.459	6.169	6.415	6.111	4.769	2.623	0.898
LOC109580848	XR_002184414.1	0.825	2.136	0.648	0.867	1.684	4.359	1.236	0.419
LOC109587030	XR_002187358.1	1.22	0	0	0	0	0.056	0	0.38
LOC109581986	XR_002184844.1	1.883	0.538	0.193	0	0	0.058	0	0.714
LOC109589308	XR_002188637.1	0.913	0.277	0.521	0.694	0.293	0.379	0.376	0.873
LOC109587863	XR_002187834.1	0	0	0.19	0	0	0	0	0
LOC109589471	XR_002188716.1	3.118	3.94	2.09	1.097	0.264	1.297	0.963	2.484
LOC105315557	XR_002189462.1	2.606	6.897	2.668	1.791	0.655	2.184	1.462	2.412
LOC109593101	XR_002190732.1	14.476	7.541	5.381	17.845	16.416	10.898	6.36	39.711
LOC109586450	XR_002187034.1	0.338	0.141	0.216	0	0	0.168	0.082	0.347
LOC109590310	XR_002189254.1	0.261	3.718	0.481	2.665	1.123	0.698	0.589	3.71
LOC109587813	XR_002187807.1	51.199	3.693	1.703	0.939	0.443	0.352	2.049	0.678
LOC109589237	XR_002188604.1	4.742	0.603	1.323	0.354	1.254	1.162	0.411	0.511
LOC109587760	XR_002187776.1	5.056	4.712	17.504	24.566	11.951	6.818	3.494	5.835
LOC109592075	XR_002190151.1	11.523	9.335	6.009	4.732	1.411	3.07	4.773	4.828
LOC105312937	XR_002185144.1	9.263	1.047	2.988	2.087	2.501	1.911	2.186	3.938
LOC109590882	XR_002189547.1	0.182	0.213	0.087	0	0.071	0.215	0.123	0.056
LOC109590418	XR_002189306.1	3.178	0.203	0.433	0.802	0.185	0.337	0.157	0.345
LOC109588116	XR_002187966.1	12.814	5.02	0.669	2.085	0.691	2.847	1.57	2.59
LOC109591668	XR_002189919.1	0.502	0.663	0.606	0.406	0	1.455	1.35	1.136
LOC109586397	XR_002187007.1	0.052	0	0	0	0.026	0.485	0	0.248
LOC109592303	XR_002190280.1	11.809	25.725	25.312	23.364	16.986	17.532	16.234	22.5
LOC109593435	XR_002190958.1	0.825	1.53	1.323	0.59	0.374	0.946	0.877	0.071
LOC100631521	XR_898215.2	42.344	41.575	18.583	26.746	19.491	20.142	10.377	9.363
LOC105314998	XR_002188199.1	0	0	0.182	0	0	0	0	0
LOC109588572	XR_002188248.1	0.535	0.491	0.169	0	0	0.329	0.384	0.056
LOC105315707	XR_002189722.1	6.86	8.251	21.333	22.332	9.425	11.252	8.846	9.79
LOC109592523	XR_002190402.1	0.878	0	0	1.174	0.879	1.388	1.922	0.556
LOC109585598	XR_002186566.1	0.754	0.266	0.153	0.339	0.756	0	0.07	0
LOC109592139	XR_002190195.1	0.103	0	0.062	0	0	0.171	0	0.06
LOC109590023	XR_002189061.1	5.082	3.112	2.455	4.853	4.254	1.123	2.404	2.36
LOC109585273	XR_002186409.1	4.119	8.656	3.788	6.253	4.631	7.11	8.643	10.218
LOC109587612	XR_002187705.1	2.276	6.578	1.197	1.792	3.403	0.842	2.719	3.433
LOC109581115	XR_002184521.1	14.339	13.789	7.233	10.002	17.322	8.983	28.117	61.486
LOC109590553	XR_002189375.1	3.069	4.294	13.496	4.688	7.434	6.531	3.215	0.969
LOC109591541	XR_002189861.1	2.548	0	0.321	0.742	0	0.418	0	0.165
LOC109583257	XR_002185423.1	32.015	56.642	43.859	75.522	47.701	26.32	26.927	30.152
LOC109584402	XR_002185983.1	0	0	0	0	0	0	0	0
LOC109585018	XR_002186273.1	3.458	1.909	1.206	0.745	1.435	0.128	1.889	1.674
LOC109582500	XR_002185115.1	0.248	1.424	11.512	6.999	1.2	2.216	1.119	7.192
LOC109585420	XR_002186483.1	0.416	0.621	0.612	0.235	0	0.359	0.371	0.207
LOC109590151	XR_002189176.1	3.564	2.638	0.787	0.165	0.532	0.099	0.531	0.942
LOC100634535	XR_898174.2	225.168	385.232	246.461	313.588	310.25	233.647	198.236	121.717
LOC109592508	XR_002190396.1	0.303	1.275	0.131	1.64	0	1.178	0.378	0.104
LOC109586301	XR_002186923.1	1.185	2.103	0.737	0.904	1	2.087	0.615	2.436
LOC109582997	XR_002185316.1	4.988	1.004	1.595	0.56	0.585	0.886	0.737	0.52
LOC105313755	XR_002185909.1	0	0	0	0	0	0.074	0.123	0
LOC109590757	XR_002189492.1	11.013	9.565	1.526	1.302	0.544	0.939	0.482	1.839
LOC109586821	XR_002187235.1	77.116	190.306	165.168	156.275	105.314	79.665	106.728	226.517
LOC105314524	XR_002187122.1	2.003	0.333	0.809	0.085	0	0.355	0.045	0.339
LOC109582196	XR_002184959.1	1.214	0.191	0.185	0.394	0.182	0.111	0.99	0.905
LOC109593071	XR_002190713.1	13.903	9.967	6.946	3.728	6.999	1.906	4.16	4.761
LOC109589158	XR_002188560.1	1.08	0	0.355	0	0	2.331	0.045	0.089
LOC109590073	XR_002189105.1	4.078	0	0.193	0.311	0	0.094	0	0
LOC109587319	XR_002187523.1	21.815	21.553	45.991	0.638	19.278	1.046	12.554	2.171
LOC109590323	XR_002189262.1	1.934	1.725	1.791	2.469	1.769	1.294	1.152	2.266
LOC109591689	XR_002189930.1	0	0.333	0	0.911	0.318	0.272	0.151	0
LOC109592649	XR_002190470.1	8.749	4.827	2.581	4.42	4.165	5.31	3.267	2.432
LOC109586957	XR_002187320.1	0.222	0.727	0.43	0.967	1.197	0.179	1.457	1.902
LOC109588800	XR_002188363.1	4.416	2.684	1.066	1.124	1.995	0.589	1.618	1.589
LOC109587931	XR_002187878.1	2.585	1.258	0.018	0.156	0.192	0.231	0.321	0
LOC109583963	XR_002185793.1	1.892	2.443	0.766	1.313	1.938	2.322	0.823	0.795
LOC109586535	XR_002187078.1	2.609	1.585	1.23	1.574	0.586	2.74	4.737	6.31
LOC109584402	XR_002185977.1	0	0	0	0	0	0	0	0
LOC109588851	XR_002188397.1	0.167	0.029	0	0	0.236	0	0.136	0.35
LOC109585272	XR_002186408.1	9.056	2.056	1.443	1.927	2.99	0.987	2.092	3.608
LOC109592236	XR_002190245.1	0.905	0.666	0.638	0.544	0.837	0.197	0.199	1.36
LOC109585039	XR_002186287.1	1.756	0.504	0.181	0.071	0.333	0.203	0.565	0.092
LOC109583902	XR_002185767.1	0.324	0.276	0.174	0.228	0.089	0.495	0.279	0.221
LOC109586336	XR_002186952.1	1.615	0.526	0.126	0.246	0.272	0.426	0.085	0.347
LOC109589823	XR_002188955.1	0	0	0	0	0	0	0	0
LOC109586661	XR_002187153.1	0	0.341	0.443	0.628	1.036	0.149	0	0.46
LOC109583318	XR_002185464.1	5.926	0.13	0.765	0.493	1.181	1.149	0.942	1.331
LOC109582953	XR_002185294.1	8.647	4.057	6.143	2.98	2.4	5.576	3.103	3.349
LOC105314750	XR_002187600.1	0	0	0	0	0	0	0	0
LOC109581032	XR_002184470.1	9.654	7.946	4.943	4.439	4.106	2.377	4.185	4.605
LOC109587369	XR_002187552.1	2.844	0.606	0.382	0.426	0.341	0.409	0.703	0.475
LOC109582379	XR_002185065.1	2.415	2.485	1.583	1.338	0.796	0.924	0.674	2.469
LOC109584139	XR_002185865.1	0	0.218	0.321	0.541	0	0	0	0.381
LOC109591666	XR_002189918.1	1.301	0.258	0.451	0.317	0.081	0.592	0	0.663
LOC109583111	XR_002185371.1	7.547	1.02	1.604	0.848	0.939	0.8	1.748	1.673
LOC109589304	XR_002188633.1	3.084	0.095	0.092	0.453	0.409	0.146	0	0
LOC109589878	XR_002188991.1	3.148	0.395	1.111	4.574	0.854	1.586	1.583	0.651
LOC109588559	XR_002188249.1	0.988	0.815	1.127	0.985	0.142	0.585	0.96	1.416
LOC109581644	XR_002184713.1	9.391	5.668	3.979	12.132	6.413	5.582	4.587	73.973
LOC109593437	XR_002190959.1	0	0.436	0.464	0.637	0.338	0.772	0.558	0.167
LOC109588492	XR_002188198.1	0.759	0.706	1.129	0.593	0.307	0	1.641	0.328
LOC109592177	XR_002190214.1	0.471	0.168	0.367	0	0.059	0	0	0
LOC109590089	XR_002189111.1	0	0	0	0	0	0	0	0
LOC109587390	XR_002187564.1	8.446	2.806	3.97	6.994	2.333	4.371	5.202	9.1
LOC109580848	XR_002184402.1	0	0	0.675	0.633	0	1.312	1.475	0
LOC109587549	XR_002187672.1	0.308	0	0.047	0.179	0.227	0	0	0.255
LOC109582193	XR_002184958.1	0	0	0.089	0	0	0	0	0
LOC109587932	XR_002187879.1	4.034	0	2.003	0.286	1.36	0.64	0	0.066
LOC109588710	XR_002188324.1	23.28	6.082	5.703	5.543	3.754	5.32	2.683	5.001
LOC109586536	XR_002187079.1	0.059	0.425	0.104	0.133	0.56	0	0.15	0
LOC109591025	XR_002189626.1	5.636	1.11	1.233	0.801	0.568	0.622	0.881	0.58
LOC109591280	XR_002189753.1	0.482	0.27	0.501	0.504	0.242	0.116	0.379	1.318
LOC109586010	XR_002186774.1	6.934	6.703	3.416	2.587	3.746	1.892	1.6	2.569
LOC109586348	XR_002186964.1	0.391	0.353	0.06	0.158	0.1	0	0	0.447
LOC109589325	XR_002188641.1	2.136	1.189	1.013	0.061	0	0.311	0.123	0.899
LOC109589561	XR_002188781.1	5.35	2.495	3.505	1.412	4.016	2.299	2.311	3.578
LOC100638391	XR_002185101.1	0.008	0.031	0	0	0	0	0	0.13
LOC109582803	XR_002185227.1	0	0.125	2.16	0.48	0.372	0.183	0.125	0.146
LOC109583298	XR_002185452.1	1.265	0.354	0.179	0.504	0.418	0	0.223	0.766
LOC109592735	XR_002190521.1	0	0.75	0	0.293	0	0.185	0	0
LOC100642104	XR_002185908.1	2.277	0.846	0.827	0.532	1.781	0.358	0.408	0.388
LOC109585414	XR_002186477.1	0	0	0	0.304	0	0	0	0
LOC109587623	XR_002187711.1	0.619	0.056	0	0.343	0.511	0.307	0	0.164
LOC109587035	XR_002187360.1	10.447	5.712	6.54	11.554	6.209	15.425	12.777	37.246
LOC105316479	XR_002189754.1	0	0	0	0	0	0	0	0
LOC109586906	XR_002187276.1	0	0	0.02	0	0.1	0.111	0	0
LOC109591612	XR_002189900.1	2.208	0	0.264	0.704	0.198	1.017	0	0.629
LOC109587439	XR_002187618.1	1.088	0.149	0.497	0.489	0.16	0.342	0.082	0
LOC109593172	XR_002190780.1	0	0	0.273	0	0	0	0	0
LOC109588709	XR_002188323.1	0.167	0.775	0.653	0.295	0.394	0.416	0.303	0.268
LOC109592927	XR_002190640.1	2.177	1.706	4.591	3.648	4.274	7.311	1.838	3.829
LOC109589094	XR_002188520.1	0	0.835	1.453	1.85	0.083	0.677	0.34	0.429
LOC109590089	XR_002189135.1	0	0	0	0	0	0	0	0
LOC109590697	XR_002189457.1	1.04	0.262	0.203	0	0	0	1.623	0.079
LOC109590227	XR_002189222.1	34.691	16.034	10.951	16.289	16.72	17.852	11.388	18.288
LOC109589520	XR_002188748.1	2.906	0.826	1.406	1.36	3.588	2.416	5.316	2.521
LOC109587389	XR_002187563.1	0.117	0	0	0.043	0	0	0.177	0.079
LOC109589413	XR_002188688.1	0	0	0.073	0	0	0	0	0
LOC109586128	XR_002186840.1	0	0.715	0.391	0.713	0.737	0	0	0.271
LOC109583567	XR_002185586.1	1.846	0.613	2.071	2.395	4.05	3.802	2.993	1.259
LOC109584285	XR_002185939.1	0	0	0	0	0	0	0	0
LOC109584497	XR_002186040.1	0.595	0.692	0.72	0.05	0.301	0.594	0.569	0.189
LOC109586722	XR_002187205.1	3.138	1.01	0.276	0.153	0.123	0.046	0.263	0.093
LOC109586669	XR_002187162.1	0	0.01	0	0.013	0	1.651	0.029	0
LOC109585274	XR_002186410.1	1.604	0.458	0.491	0.201	0.02	0.211	0.436	0.146
LOC109593801	XR_002191156.1	62.531	30.684	16.245	7.595	12.534	13.26	12.634	28.361
LOC109586347	XR_002186963.1	1.969	4.298	3.329	1.59	1.339	3.071	2.458	8.381
LOC109586009	XR_002186773.1	0.157	0.026	0	0.312	0.563	0.168	0.205	0.103
LOC109593637	XR_002191085.1	0.073	0.068	0.057	0	0.475	0	0	0
LOC109583315	XR_002185463.1	0.059	0	0.006	0.067	0	0	0	0.116
LOC109586663	XR_002187154.1	6.493	1.194	2.966	1.487	1.27	2.52	1.97	2.322
LOC109593490	XR_002190990.1	0.894	0	0.147	0.806	0.071	0.405	0.769	0.17
LOC109585518	XR_002186526.1	0	0	0	0	0	0	0	0
LOC109584214	XR_002185910.1	0	0	0.109	0	0	0	0	0
LOC109585342	XR_002186439.1	0	0	0.579	0	0.596	0.338	0.817	0.114
LOC109581735	XR_002184745.1	0	0	0	0	0	0	0	0
LOC109581239	XR_002184561.1	3.292	1.386	2.901	2.577	2.834	3.363	1.069	1.16
LOC109591441	XR_002189821.1	0.175	0.09	0	0	0	0.051	0	0.083
LOC109581584	XR_002184685.1	0	0.241	0.02	0.061	0.03	0	0	0
LOC109587665	XR_002187735.1	1.321	2.766	1.246	4.357	1.198	3.979	1.56	2.68
LOC109589941	XR_002189021.1	4.979	5.787	0.719	0.109	0	0.775	5.894	0.07
