GeneID	TranscriptID	Sample.00h	Sample.01h	Sample.02h	Sample.03h	Sample.04h	Sample.05h	Sample.06h	Sample.08h	Sample.10h	Sample.12h	Sample.14h	Sample.16h
FBgn0265343	FBtr0339415	0.137	0	0	0.24	0.112	0.118	0.482	0	0.243	0.329	0.241	0.126
FBgn0266365	FBtr0344126	0	0.027	0	0.048	0.092	0.039	0	0	0	0	0	0.058
FBgn0031988	FBtr0339671	0.398	0.06	0.174	0.153	0.237	0.471	0.871	0.673	0.607	0.53	0.475	0.16
FBgn0265733	FBtr0340691	0	0.036	0	0	0	0	0	0	0	0.084	0	0
FBgn0038498	FBtr0339170	0.817	0.282	0.662	0.585	0.776	0.789	1.663	2.449	8.277	13.874	14.261	11.902
FBgn0266393	FBtr0344334	0.76	0.514	1.295	11.748	20.614	20.927	22.07	18.755	14.249	18.545	12.375	12.573
FBgn0265911	FBtr0342835	0.084	0	0	0.074	0.354	0.072	0	0.076	0	0.081	0.067	0
FBgn0004456	FBtr0340190	0	0	0	0.613	0	0	0	0	0	0	0	0
FBgn0032049	FBtr0343427	0.098	0	0	0.081	0.028	0.03	0	0	0	0.094	0.056	0.271
FBgn0038033	FBtr0344386	0	0	0.007	0.052	0.043	0.078	0.067	0.037	0.081	0.163	0.084	0.064
FBgn0266023	FBtr0343232	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266394	FBtr0344306	0	0	0	0.237	0.238	0	0	0.468	0.593	0.89	0.243	0.692
FBgn0030766	FBtr0340150	3.805	3.046	7.324	19.93	18.79	16.177	17.936	24.407	24.014	24.091	13.27	13.182
FBgn0029864	FBtr0339771	0.068	0.025	0	0	0	0	0.072	0	0	0.102	0.514	0.273
FBgn0035587	FBtr0344225	0.07	0.132	0.252	0.451	0.006	0.306	0.171	0.116	0	0.144	0.255	0.492
FBgn0027335	FBtr0343019	43.895	48.157	11.519	1.814	3.002	2.358	1.817	1.765	3.246	1.535	4.187	10.19
FBgn0052591	FBtr0343378	0	0	0.024	0	0	0	0	0	0.024	0.101	0	0
FBgn0036170	FBtr0339510	0.044	0	0	0	0	0	0	0	0	0	0	0
FBgn0027528	FBtr0343364	5.986	6.129	11.004	3.97	3.373	1.15	0.009	0.837	0.102	0	2.117	8.804
FBgn0038745	FBtr0344262	12.797	14.915	16.306	11.305	10.04	8.051	6.161	9.074	14.669	16.195	11.237	8.923
FBgn0032401	FBtr0342594	2.268	1.912	1.929	7.53	7.279	4.317	4.255	3.507	3.379	3.422	2.192	2.101
FBgn0024989	FBtr0344149	0	0	0.819	0	0.72	0.676	2.047	0.833	7.09	5.795	7.447	2.661
FBgn0265813	FBtr0342644	0.027	0	0	0	0	0	0	0	0	0	0	0
FBgn0265804	FBtr0342601	0	0	0.033	0.074	0.091	0.064	0	0.016	0	0	0	0
FBgn0039294	FBtr0339260	0.001	0.001	0.002	0.099	0.001	0.002	0.197	0.002	0.599	0.003	1.888	1.267
FBgn0034520	FBtr0342701	0	0	0	0	0	0	0	0	0.121	0	0	1.134
FBgn0266241	FBtr0343906	0.035	0	0	0	0.045	0	0	0.035	0.016	0.017	0.104	0.461
FBgn0019660	FBtr0343986	0.24	0	0	0	0	0	0	0	0.029	0.003	0	0
FBgn0265894	FBtr0342781	0	0.031	0.357	1.796	1.572	0.949	0.345	0.17	0.25	0.052	0.067	0.068
FBgn0035041	FBtr0343492	0.325	0.151	0.151	0.027	0.101	0.08	0.057	0.07	0.068	0.056	0.411	1.391
FBgn0030354	FBtr0342744	1.136	0.892	0.135	2.39	1.625	2.372	2.61	2.067	1.543	2.53	0.835	0.637
FBgn0050390	FBtr0342888	8.03	11.207	12.888	11.414	9.396	7.666	8.715	7.275	6.104	6.64	4.905	3.924
FBgn0032445	FBtr0340541	28.896	33.996	3.884	6.99	10.762	10.782	9.12	9.939	8.045	7.872	4.774	6.82
FBgn0000451	FBtr0339899	0.31	0.275	0	0	0	0.145	0.596	0.349	0.213	0.215	4.295	12.2
FBgn0022986	FBtr0339537	2.294	1.63	4.956	9.028	10.731	13.129	14.157	13.964	14.468	12.5	7.144	6.66
FBgn0265665	FBtr0340536	0.389	0	0.274	0.707	0.712	0.972	0.855	0.517	0.282	1.41	0.304	0.737
FBgn0284408	FBtr0342808	0	0	0	0	0	0	0.001	0	0	0.011	0	0
FBgn0033352	FBtr0339303	0.881	3.58	3.933	0.818	1.76	1.269	1.685	0.856	0.849	0.761	1.238	0.323
FBgn0263583	FBtr0343803	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0265639	FBtr0340504	0	0	0.127	0	0.06	0.065	0	0.857	0.494	0.293	0.059	0.06
FBgn0264449	FBtr0343359	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0265680	FBtr0340584	0	0.068	0	0	0	0	0	0	0	0	0	0
FBgn0004360	FBtr0339383	0.352	0.437	0.435	1.527	0.99	2.747	5.904	7.005	5.323	3.925	2.692	4.276
FBgn0053517	FBtr0343170	0	0	0	0	0	0	0	0	0	0	0.041	0
FBgn0266400	FBtr0344311	0	0.027	0.024	0	0	0	0	0	0	0	0	0
FBgn0040996	FBtr0339232	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053178	FBtr0340426	0	0	0	0	0.061	0	0	0	0	0	0.337	0
FBgn0085437	FBtr0343024	0	0.13	0.134	0.604	0.417	0.062	0.276	0.512	0.426	0.667	1.071	0.899
FBgn0266454	FBtr0344450	0	0	0.189	0	0	0	0	0	0.385	0.18	0	0
FBgn0031951	FBtr0343415	0.809	0.26	0.506	6.89	8.252	9.433	10.42	11.625	12.403	10.956	8.59	3.098
FBgn0028920	FBtr0343671	0.046	0	0	0.117	0	0	0.115	0.126	0.094	0.117	0.079	0.121
FBgn0042094	FBtr0339378	0	0	0.145	0	0.478	0.131	0	0.231	0	0.515	0	0
FBgn0266222	FBtr0343878	0.066	0	0	0.033	0	0	0	0	0	0.119	0	0
FBgn0032368	FBtr0340563	0	0	0	0	0	0.02	0	0	0	0	0	0.02
FBgn0035089	FBtr0343510	2.468	0	1.885	0.605	0.151	0.475	0.401	0.23	0.224	0.576	0.957	3.102
FBgn0286898	FBtr0343864	1.827	2.209	0.808	1.167	0.694	0.809	3.189	1.921	2.598	2.433	1.151	2.394
FBgn0030508	FBtr0340398	0.016	0	0.042	0.306	0.462	0.348	0.382	0.191	0.085	0.07	0.132	0.272
FBgn0029761	FBtr0344555	0.007	0.007	0.002	0	0	0	0	0	0	0	0.005	0
FBgn0265313	FBtr0339364	0.435	0.076	0.446	1.443	1.81	1.406	2.401	1.36	2.705	1.813	2.199	3.458
FBgn0085391	FBtr0344217	0	0	0	0	0	0.011	0.024	0.036	0.009	0.022	0.027	0.071
FBgn0030817	FBtr0340358	0.67	0.002	0.032	0.027	0	0.077	0	0	0.001	0	0	0
FBgn0034590	FBtr0342873	5.893	12.93	7.115	8.752	9.271	6.441	8.594	11.625	7.652	7.904	6.963	7.415
FBgn0040931	FBtr0340342	71.245	66.943	71.855	84.276	92.384	82.732	66.082	50.276	57.929	49.504	107.586	129.268
FBgn0265980	FBtr0342997	0.115	0.115	0.134	0.195	0.275	0.311	0.116	0	0.034	0.064	0.083	0.079
FBgn0030801	FBtr0342976	26.506	25.657	29.347	19.6	17.475	13.894	15.757	13.98	14.06	14.999	15.835	13.43
FBgn0265356	FBtr0340449	0.306	0.096	0.058	0.047	0.102	0.091	0.258	0.037	0.301	0.074	0.945	2.088
FBgn0032798	FBtr0343771	0.411	0.275	0.966	0.619	0.976	0.559	0.656	0.281	0.27	1.507	3.79	13.291
FBgn0034651	FBtr0342957	0.11	0.042	0.08	0	0	0	0	0	0.026	0	0.018	0
FBgn0265951	FBtr0342922	0	0	0	0.213	0.447	0.396	0.22	0.271	0.111	0.276	0.944	1.197
FBgn0266321	FBtr0344051	0.617	0.203	0.36	0	0	0.169	0	0.599	0.565	0	0.434	0.675
FBgn0261287	FBtr0344091	0.027	0	0.077	0.257	0.196	0.291	0.232	0.168	0.14	0.186	0.057	0
FBgn0027506	FBtr0340213	7.459	7.122	4.787	3.216	2.3	1.228	1.675	1.576	2.823	1.156	1.209	2.698
FBgn0266040	FBtr0343260	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0265789	FBtr0342616	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0050404	FBtr0342965	0	0	0	0.134	0.574	0.396	0.321	0	0.217	0	3.835	9.092
FBgn0284408	FBtr0342820	0	0.014	0.005	0.001	0	0.1	0.277	0.012	0.032	0.129	0.002	0.075
FBgn0034067	FBtr0340018	1.14	1.42	0.141	0.117	0	0	0.171	0.228	0.36	2.765	2.455	2.702
FBgn0266234	FBtr0343899	0.672	0.042	0.043	0.037	0.035	0.193	0.206	0.101	0.251	0.243	0.555	0.562
FBgn0029819	FBtr0343537	33.118	42.894	17.555	6.756	7.028	8.784	10.012	11.358	10.274	12.46	11.629	14.171
FBgn0266211	FBtr0343859	1.462	2.409	2.344	5.413	5.673	6.788	6.18	5.809	4.353	2.172	0.944	0.405
FBgn0005638	FBtr0339359	1.243	0.77	2.787	0.233	0.423	0.404	0.03	0.82	0.615	0.402	0.036	13.5
FBgn0031974	FBtr0343383	0	0	0	0.665	0	0	0.545	0	1.467	1.725	2.665	1.149
FBgn0003410	FBtr0344230	3.83	5.794	8.297	1.582	0.719	1.914	1.185	1.002	1.025	1.158	1.182	1.53
FBgn0265447	FBtr0339803	0.04	0	0	0.14	0	0.252	0.178	0.179	0.346	0.44	0.345	0.168
FBgn0264962	FBtr0339986	0.983	0.43	1.12	3.738	3.791	2.469	2.735	4.254	3.79	5.682	3.203	2.57
FBgn0033501	FBtr0339452	0.418	0	0.438	0.308	0.2	0.754	0	0	0.003	0.891	3.3	7.28
FBgn0033499	FBtr0339448	0.039	0	0.036	0.194	0.174	0.073	0.12	0.082	0.131	0.121	0.048	0.069
FBgn0266245	FBtr0343911	0	0	0	0.027	0.025	0	0	0	0	0.093	0	0
FBgn0031774	FBtr0343123	5.872	5.983	8.757	4.354	3.901	1.185	3.627	4.672	3.2	6.368	3.908	6.74
FBgn0261553	FBtr0339906	4.802	7.79	4.121	0.937	0.745	0.847	1.227	1.61	2.565	4.501	2.64	2.258
FBgn0034534	FBtr0342716	49.804	55.38	55.246	83.305	96.753	112.657	96.48	102.802	80.932	76.123	62.259	77.965
FBgn0265614	FBtr0340472	0.072	0	0.068	0.033	0.183	0.284	0.188	0.444	0.241	0.15	0.09	0.029
FBgn0029893	FBtr0339492	2.889	4.324	3.751	1.669	0.847	1.61	1.763	3.505	2.785	2.086	1.753	1.486
FBgn0265987	FBtr0343044	8.487	5.195	6.602	4.176	1.433	4.773	5.43	7.664	6.484	4.16	2.005	1.851
FBgn0034741	FBtr0343001	0.122	0.03	0	0.082	0.101	0.028	0.102	0.164	0.074	0.261	0.316	0.507
FBgn0266362	FBtr0344114	0.221	0	0	0	0.27	0	0	0	0	0	0	0
FBgn0039883	FBtr0343538	0.286	0.054	0.107	0.093	0.08	0.088	0.023	0.252	0.365	0.57	0.284	1.091
FBgn0034049	FBtr0340017	3.881	8.506	10.608	22.716	21.639	23.169	20.857	25.378	20.313	18.966	6.668	10.948
FBgn0261276	FBtr0339760	22.291	30.722	16.862	8.805	8.874	7.503	8.75	10.397	13.404	17.722	12.594	13.747
FBgn0002715	FBtr0342979	36.892	40.56	50.65	19.959	15.29	25.007	30.104	39.138	26.861	23.177	8.512	5.776
FBgn0262481	FBtr0340446	0	0	0	0	0	0	0	0	0	0	0.056	0.099
FBgn0265610	FBtr0340431	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0030581	FBtr0339447	2.439	3.142	1.848	1.112	1.246	1.039	1.244	1.477	1.861	1.784	2.216	2.928
FBgn0038747	FBtr0344353	0	0	0	0	0	0	0	0	0	0	0.167	0
FBgn0028717	FBtr0339161	8.503	21.647	21.263	19.368	17.609	17.423	17.631	16.136	13.878	15.96	10.027	6.187
FBgn0265598	FBtr0340365	29.88	37.22	4.883	0.317	0.339	0.251	0.16	0.132	0.281	0.145	0.042	0.07
FBgn0032656	FBtr0340182	1.843	3.724	5.955	1.571	0.216	0.96	0.377	2.639	2.384	2.214	1.146	0.857
FBgn0264389	FBtr0340429	56.697	59.292	15.698	14.585	17.233	22.045	25.702	27.811	22.702	19	14.625	12.617
FBgn0266412	FBtr0344393	0.039	0.041	0	1.154	1.318	3.405	3.558	4.64	7.518	5.605	1.033	0.624
FBgn0265413	FBtr0339660	7.42	2.045	4.516	3.815	4.655	4.113	8.751	6.954	18.2	41.397	102.942	109.453
FBgn0032731	FBtr0340322	12.523	10.779	8.13	1.493	4.039	6.455	13.459	14.991	35.661	37.575	32.638	27.218
FBgn0085391	FBtr0344218	0.011	0.009	0	0	0.022	0	0.012	0.023	0.01	0.019	0.031	0.092
FBgn0265413	FBtr0340357	0.19	0.159	0.12	0.116	0.079	0.03	0.221	0.238	0.34	0.85	1.405	1.339
FBgn0033317	FBtr0339356	89.458	80.085	25.781	26.94	25.116	26.837	32.939	31.174	28.215	38.493	41.497	46.516
FBgn0032820	FBtr0343856	0.073	6.473	0.001	0.001	0	0.001	0.035	0	0.376	0.34	0.005	0.174
FBgn0004795	FBtr0340030	5.758	2.456	58.336	126.483	121.01	59.133	60.524	19.624	6.769	5.561	2.74	7.124
FBgn0266233	FBtr0343896	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0265914	FBtr0342840	0	0	0	0	0.106	0	0	0	0	0	0	0
FBgn0266222	FBtr0343877	0.116	0.095	0.355	2.426	2.552	4.167	3.466	5.83	2.808	2.089	1.494	0.963
FBgn0051374	FBtr0339377	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0030507	FBtr0340397	1.767	1.456	0.766	7.317	8.95	12.686	11.518	7.23	4.976	3.469	1.136	0.864
FBgn0004242	FBtr0343993	0.421	0.026	0.381	0.075	0.123	0.17	0.563	0.176	0.071	0.102	1.78	2.367
FBgn0260222	FBtr0342958	15.528	19.148	20.276	12.721	8.151	8.153	6.079	10.378	12.18	8.317	10.654	9.776
FBgn0265958	FBtr0342942	0	0.024	0	0.021	0	0.043	0.021	0.042	0	0	0	0.045
FBgn0266156	FBtr0343732	0	0	0	0.038	0.034	0	0	0.169	0.037	0.197	0.162	0.035
FBgn0031945	FBtr0343400	0.433	0.102	0.144	2.388	3.976	0.655	0.149	0.014	0.013	0.014	0.195	0.503
FBgn0265500	FBtr0339989	0	0	0	0	0.112	0.059	0.072	0.049	0	0	0.058	0.114
FBgn0265980	FBtr0342998	0	0	0	0	0	0	0.028	0.051	0	0	0.075	0
FBgn0050011	FBtr0339428	6.002	3.059	6.133	1.91	2.269	1.432	2.489	1.28	4.013	3.144	11.565	26.225
FBgn0261089	FBtr0340251	0.029	0.015	0.071	0.007	0	0.007	0.069	0.071	0.111	0.216	0.156	0.449
FBgn0030540	FBtr0343143	0.016	0	0	0	0	0	0	0	0	0	0	0
FBgn0002723	FBtr0343585	2.789	3.211	1.253	1.229	1.119	1.634	2.235	2.807	3.226	3.789	3.633	3.733
FBgn0261244	FBtr0340291	0	0.066	0	0.04	0.057	0	0.03	0.051	0.048	0.149	0.244	0.559
FBgn0038400	FBtr0344013	147.186	117.973	56.476	38.496	34.68	43.871	48.087	53.604	66.449	67.065	102.697	131.827
FBgn0035088	FBtr0343505	2.67	3.585	6.936	11.554	10.31	9.326	7.486	12.942	11.032	8.423	8.922	6.189
FBgn0265788	FBtr0342619	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0262734	FBtr0343632	0.365	0.403	1.491	1.49	1.354	1.972	1.696	2.389	2.242	2.099	2.099	0.969
FBgn0265751	FBtr0340713	0.043	0	0	0	0.223	0.04	0.037	0	0	0.134	0	0.076
FBgn0266179	FBtr0343760	0.145	0.157	1.52	2.684	2.298	2.617	1.766	1.617	0.711	0.999	0	0.14
FBgn0260938	FBtr0340414	0.681	1.868	0.931	1.467	2.512	1.247	4.377	3.561	0.599	2.661	1.885	1.747
FBgn0002772	FBtr0344131	2.604	0.997	1.704	0.308	0.522	0.96	1.127	0.581	1.149	0.925	10.194	18.767
FBgn0261509	FBtr0344146	0.527	0.136	0.236	0.999	0.809	0.649	1.713	2.703	11.398	17.056	17.565	15.706
FBgn0284408	FBtr0342807	0.577	0.142	0.392	0.163	0.427	0.236	0.618	0.218	0.293	0.419	2.004	4.615
FBgn0034137	FBtr0340062	0.019	0.025	0.071	0	0.013	0.125	0.036	0.217	0.011	0.246	0.879	0.343
FBgn0250824	FBtr0342887	0.141	0.269	0.306	0.018	0.029	0.112	0.013	0.029	0.03	0.012	0.121	0.372
FBgn0261609	FBtr0343016	34.272	26.951	13.588	11.744	12.544	18.034	22.838	28.297	33.379	29.749	31.964	29.842
FBgn0022984	FBtr0339538	3.694	3.479	3.709	6.046	10.865	15.858	12.366	16.729	19.81	20.433	15.369	12.65
FBgn0264564	FBtr0344129	0	0	0	0.09	0.096	0	0.099	0	0	0	0.164	0
FBgn0266141	FBtr0343660	0.066	0	0	0	0.12	0.074	0.223	0	0	0.116	0.132	0
FBgn0265705	FBtr0340613	2.999	2.206	2.219	1.279	1.572	1.012	0.823	1.43	6.751	9.376	6.178	4.5
FBgn0266397	FBtr0344309	0	0.078	0	0.206	0.275	0.421	0.723	1.154	1.402	0.869	0.36	0.77
FBgn0031834	FBtr0343161	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0265422	FBtr0339732	0	0	0	0	0	0	0	0	0.057	0	0	0.057
FBgn0034002	FBtr0339993	0.439	0.441	1.169	3.519	3.764	3.884	4.083	3.784	3.048	3.728	2.412	3.443
FBgn0033884	FBtr0339953	10.658	6.608	0	1.503	2.637	2.095	0.631	1.462	2.011	0.226	0.812	0.799
FBgn0051441	FBtr0339400	2.637	1.462	1.1	2.401	2.966	6.61	1.584	3.55	1.052	0	1.109	2.667
FBgn0037368	FBtr0343989	26.144	10.13	0.741	4.696	6.156	4.569	2.731	2.802	2.667	2.402	1.749	1.467
FBgn0266244	FBtr0343909	0	0	0	0.022	0.02	0	0.024	0.041	0.181	0.071	0.02	0
FBgn0050029	FBtr0339480	0	0	0	0	0	0	0	0	0	0	0.084	0.173
FBgn0025864	FBtr0343356	12.021	13.128	17.151	5.364	1.925	2.404	3.299	5.464	13.001	21.161	19.046	25.713
FBgn0030481	FBtr0342624	54.628	63.037	51.876	10.455	7.514	6.441	8.765	10.926	16.709	17.206	17.405	18.643
FBgn0028360	FBtr0343377	1.924	4.663	2.458	0.542	0.468	0.694	1.067	0.433	0	0	0	0.484
FBgn0004394	FBtr0340539	0.112	0.06	0.024	0.02	0.061	0.092	0.048	0.146	0	0.248	1.08	1.944
FBgn0266069	FBtr0343396	0	0	0.057	0.065	0	0	0	0	0.099	0.026	0.145	0.062
FBgn0265654	FBtr0340521	0	0	0.032	0	0	0	0	0	0	0.039	0	0
FBgn0265375	FBtr0339632	0.271	0.593	0.558	0.518	0.711	0.269	1.11	0.261	0.76	0.277	0.411	0.777
FBgn0000640	FBtr0343428	0	0	0.097	0	0	0.021	0	0	0	0	0	0
FBgn0265873	FBtr0342724	0.053	0.024	0.035	0.068	0.021	0.061	0.094	0.115	0.262	0.375	0.256	0.38
FBgn0264745	FBtr0339505	10.569	13.689	13.41	19.304	23.938	20.066	19.428	20.772	12.513	7.838	2.384	2.189
FBgn0034906	FBtr0343271	0	0	0.353	1.819	2.339	1.873	1.137	0.51	0.169	0.315	0.091	0.051
FBgn0033705	FBtr0339585	0.125	0.048	0.107	0.015	0.028	0.015	0.065	0.06	0.079	0.033	0.547	0.151
FBgn0038460	FBtr0346338	0	0	0	0	0.155	0	0	0	0.529	0.225	0.228	0.206
FBgn0032025	FBtr0345779	0	0	0	0	0	0	0.019	0	0.027	0.022	0	0.02
FBgn0284408	FBtr0475303	0.029	0	0	0	0	0.092	0	0	0.019	0.069	0.415	0.516
FBgn0053229	FBtr0345592	48.184	47.708	30.079	34.474	41.578	36.369	41.075	42.182	38.776	46.069	24.377	22.927
FBgn0267696	FBtr0347206	0	0	0	0.038	0.072	0.12	0.181	0.123	0.05	0.212	0.1	0.191
FBgn0047000	FBtr0347286	0.352	0.186	0	0.164	0	0	0	0	0	0	0	0.15
FBgn0036030	FBtr0345034	34.592	28.604	38.743	15.802	11.343	4.781	2.866	2.084	4.887	5.127	14.408	10.696
FBgn0265812	FBtr0445829	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026756	FBtr0479837	0	0.015	0.014	0.013	0.012	0.027	0.027	0	0.013	0.014	0.036	0.152
FBgn0288705	FBtr0481674	0	0	0	0	0.048	0	0	0	0.051	0	0	0
FBgn0267233	FBtr0346413	0	0	0	0.077	0.15	0.037	0	0	0	0.042	0.072	0.083
FBgn0035204	FBtr0345006	31.473	36.29	29.796	4.062	5.273	2.164	0	0.251	0.007	0.57	3.399	7.262
FBgn0265194	FBtr0481668	0.061	0.525	0.546	0.134	0	0.001	0.169	0	0	0.007	0.094	0.034
FBgn0051352	FBtr0346714	0.956	0	0.821	4.679	7.217	6.809	5.831	7.31	7.902	9.235	8.924	10.142
FBgn0266825	FBtr0345552	0	0	0	0	0	0	0.184	0	0	0	0	0
FBgn0266821	FBtr0345548	0	0	0	0	0	0	0	0	0	0	0	0
RR48333_transposable_element	RR48333_transposable_element-RA	0.092	0.073	0.087	0.194	0.121	0.392	0.365	0.38	0.328	0.391	0.342	0.393
FBgn0266696	FBtr0345086	2.119	1.997	2.023	0.009	0	0	0	0	0	0.001	0.099	0.282
FBgn0262564	FBtr0347234	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0035069	FBtr0345679	0.025	0	0.083	0.276	0.431	0.241	0.095	0.009	0	0	0	0
FBgn0015589	FBtr0445314	9.335	11.105	3.288	1.179	1.115	1.148	1.937	2.316	7.176	11.235	9.337	4.644
FBgn0030258	FBtr0346272	0	0	0	0.021	0	0	0	0	0	0	0	0.068
FBgn0267761	FBtr0347325	0	0	0	0.363	0.267	0.153	0.314	0.303	0.15	0.315	0.198	0.17
RR48308_transposable_element	RR48308_transposable_element-RA	0	0	0	0	0.035	0	0	0	0.1	0	0.071	0
FBgn0266884	FBtr0445831	0.059	0.042	0.1	0.104	0.093	0.038	0.243	0.206	0.842	0.681	1.521	2.234
FBgn0267704	FBtr0347469	0	0.056	0	0	0	0	0	0	0	0	0	0.052
FBgn0035107	FBtr0346614	1.031	1.881	1.415	1.294	0.303	0.728	0.775	0.287	0.325	0	0.792	0.54
FBgn0000015	FBtr0415464	0	0.001	0.228	0.008	0.005	0.013	0.04	0.048	0.166	0.282	2.165	3.756
RR48384_transposable_element	RR48384_transposable_element-RA	0.001	0.09	0.002	0.003	0.018	0.119	0.973	0.55	0.948	0.682	0.249	0.064
FBgn0028734	FBtr0347105	35.48	30.874	8.227	2.418	0.482	0.458	0	0.048	1.222	0.065	0.501	5.85
FBgn0050263	FBtr0347185	0.006	0.033	0.054	0.181	0.084	0.058	0.048	0.001	0.102	0.02	0.059	0.058
FBgn0024912	FBtr0347362	44.473	44.152	43.906	22.372	18.791	7.108	3.296	3.801	4.168	3.501	3.028	2.327
FBgn0261840	FBtr0433514	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267965	FBtr0347543	0	0	0.027	0.024	0	0.047	0.049	0.093	0.122	0.121	0.205	0.07
FBgn0266885	FBtr0345742	0.047	0	0	0	0	0.04	0.1	0.043	0	0.046	0	0.125
FBgn0051840	FBtr0345758	0	0	0	0	0	0.101	0.209	0.112	0.242	0.251	0.276	0.108
FBgn0259736	FBtr0479749	0.279	0	0.093	0	0.059	0	0	0.028	0.155	0.491	0.753	1.164
FBgn0025814	FBtr0345919	0.151	0.052	0.283	0.178	0.31	0.327	0.368	0.232	0.253	0.526	0.791	2.806
FBgn0063492	FBtr0345798	0.281	0.353	0.318	0.406	0.804	0.516	0.775	0.572	0.426	0.366	0.725	0.857
FBgn0036747	FBtr0479912	0	0	0	0	0	0	0	0	0	0	0	0.011
FBgn0262617	FBtr0479810	0.267	0.014	0.171	0.025	0.013	0.028	0.077	0.061	0.243	0.363	0.354	1.182
FBgn0266646	FBtr0344929	0.327	0.192	2.355	10.69	10.896	5.881	2.686	1.067	0.226	0.192	0.03	0.089
FBgn0266955	FBtr0345851	0	0	0.045	0	0	0.083	0.043	0.04	0.052	0.049	0.104	0
FBgn0267668	FBtr0347138	0.021	0.009	0.015	0.024	0.023	0.042	0	0.027	0	0	0	0
FBgn0267560	FBtr0346974	0.132	0	1.517	8.269	11.391	6.809	0.612	1.109	0.12	0.131	0.218	0.129
FBgn0013983	FBtr0345891	2.074	2.985	0.815	3.769	5.073	6.208	7.471	11.634	9.404	7.939	8.288	5.884
FBgn0036789	FBtr0346968	0.143	0.015	0.173	1.335	1.369	1.005	0.887	0.253	0.142	0.163	0.69	1.124
FBgn0267130	FBtr0346226	0	0	0	0	0.054	0	0.05	0	0.125	0.056	0.053	0.047
FBgn0039754	FBtr0346162	7.815	2.125	5.65	1.166	3.082	5.429	6.377	2.756	3.785	5.446	19.134	29.506
FBgn0265922	FBtr0346385	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0015714	FBtr0345527	0.343	0.481	0.226	0.096	0	0	0.087	0	0	0	0	0.204
FBgn0267145	FBtr0346249	0	0	0.037	0.196	0.162	0.065	0.129	0.137	0.303	0.391	0.203	0.36
RR48312_transposable_element	RR48312_transposable_element-RA	0.026	0.011	0.014	0.395	0.306	0.303	0.327	0.107	0	0	0.012	0.022
FBgn0267889	FBtr0347454	0	0	0.202	1.654	1.923	1.907	0.447	0.279	0.325	0.726	0.132	0.13
FBgn0267178	FBtr0346305	0	0.141	0.135	0.237	0.195	0.251	0.47	0.274	0.081	0.291	0.118	0.083
FBgn0266864	FBtr0345698	0.049	0	0.046	0	0	0.046	0	0	0.101	0.105	0.086	0.386
FBgn0036825	FBtr0347494	4.073	3.605	3.978	6.38	6.903	7.299	8.25	10.904	13.068	10.797	10.769	8.554
FBgn0266349	FBtr0344946	0	0	0	0.091	0.099	0.026	0.05	0.025	0.126	0.087	0.04	0.038
FBgn0265270	FBtr0345642	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266857	FBtr0345658	0	0	0	0	0	0	0	0	0	0	0	0
RR41919_transposable_element	RR41919_transposable_element-RA	0	0	0	0.12	0	0	0	0	0	0	0.134	0.105
FBgn0038788	FBtr0479649	0.515	0.312	0.222	1.402	2.344	1.99	2.612	2.074	1.539	3.136	1.139	1.784
FBgn0266637	FBtr0344931	0.062	0	0	0.096	0.126	0	0	0	0	0.108	0.026	0
FBgn0030685	FBtr0345133	20.323	27.609	23.179	5.552	4.7	5.902	3.485	6.832	7.169	8.158	7.651	11.735
FBgn0032801	FBtr0344843	3.276	5.57	6.594	1.102	0	0	0.993	1.747	3.394	0.989	5.106	10.376
FBgn0051465	FBtr0473600	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267667	FBtr0479726	0	0.01	0.01	0.39	0.183	0.457	0.565	0.295	0.589	0.579	0.041	0.049
FBgn0278598	FBtr0415459	2.002	0.001	1.96	0.121	0.023	0.044	0.305	0.06	0.41	0.361	0.003	0.019
FBgn0287667	FBtr0480520	0.41	0	0.662	4.011	3.526	4.147	5.924	5.859	4.721	3.829	2.53	2.103
FBgn0030460	FBtr0346125	13.527	13.374	12.284	5.671	6.754	4.565	5.361	5.442	5.623	4.466	8.159	8.02
FBgn0039407	FBtr0346731	6.363	0.529	3.258	15.434	11.3	15.921	10.787	12.224	11.656	5.142	6.156	6.142
FBgn0053208	FBtr0347211	0.128	0.028	0.072	0.162	0.092	0.048	0.288	0.15	0.404	2.086	8.531	6.765
FBgn0267492	FBtr0346746	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0283553	FBtr0445465	0	0	0	0	0	0	0	0	0	0	0	0
